,player,opp,home,stat,season_avg,mov_avg,expected,line,last_10,season,blend,prob,Z
53,John Collins,UTA,0,TRB,6.9,8.2,8.2,8.5,40.0,32.038834951456316,36.01941747572816,0.43534700400986615,-0.035294117647058906
54,Damian Lillard,MIL,1,3P,4.1,3.0,3.0,3.5,40.0,52.459016393442624,46.22950819672131,0.35276811121776874,-0.14285714285714285
55,Brook Lopez,MIL,1,3PA,3.9,3.9,3.9,4.0,30.0,41.139240506329116,35.56962025316456,0.3516346237900496,-0.025000000000000022
56,Kyle Kuzma,WAS,1,TRB,7.2,6.5,6.5,7.0,30.0,41.7910447761194,35.8955223880597,0.3272422198694327,-0.07142857142857142
57,Coby White,CHI,1,PTS+TRB,12.6,13.8,13.8,13.5,60.0,39.743589743589745,49.871794871794876,0.514212007517744,0.022222222222222275
58,Aaron Gordon,DEN,1,3P,0.9,0.3,0.3,0.5,50.0,55.670103092783506,52.83505154639175,0.259181779318282,-0.4
59,Zach LaVine,CHI,1,STL,0.9,0.4,0.4,0.5,50.0,55.55555555555556,52.77777777777778,0.32967995396436056,-0.19999999999999996
60,Deandre Ayton,POR,1,PTS+TRB+AST,29.1,26.9,26.9,23.5,60.0,72.07207207207207,66.03603603603604,0.7379763019775083,0.14468085106382972
61,Stephen Curry,GSW,0,PTS+TRB,33.2,38.2,38.2,35.5,50.0,42.92929292929293,46.464646464646464,0.6608442527181633,0.0760563380281691
62,Keegan Murray,SAC,1,PTS,12.1,14.1,14.1,15.5,30.0,32.18390804597701,31.091954022988507,0.34056655299871685,-0.09032258064516131
63,Terry Rozier,CHA,1,PTS+TRB,25.2,23.4,23.4,23.5,70.0,68.18181818181817,69.0909090909091,0.47796574912589707,-0.004255319148936231
64,Jakob Poeltl,TOR,0,PTS+TRB,21.3,17.4,17.4,16.5,60.0,73.68421052631578,66.84210526315789,0.570270849442484,0.05454545454545446
65,Ziaire Williams,MEM,1,PTS,6.1,8.8,8.8,11.5,30.0,15.09433962264151,22.547169811320757,0.17802965642509794,-0.23478260869565212
66,Cade Cunningham,DET,0,PTS+TRB,25.5,23.1,23.1,24.5,50.0,50.0,50.0,0.37337897425260824,-0.057142857142857086
67,LaMelo Ball,CHA,1,AST,8.5,9.0,9.0,8.0,70.0,46.15384615384615,58.07692307692308,0.5443473956775811,0.125
68,De'Andre Hunter,ATL,0,STL,0.6,1.1,1.1,0.5,40.0,39.53488372093023,39.76744186046511,0.6671289163019205,1.2000000000000002
69,Ziaire Williams,MEM,1,PTS+TRB+AST,9.3,15.7,15.7,19.5,30.0,9.433962264150944,19.71698113207547,0.16738309952740593,-0.1948717948717949
70,Ben Simmons,BKN,1,PTS+AST,13.3,13.1,13.1,16.5,30.0,28.888888888888886,29.444444444444443,0.17177791435773337,-0.20606060606060608
71,Stephen Curry,GSW,0,PTS,27.7,32.9,32.9,30.5,40.0,37.878787878787875,38.93939393939394,0.6532584159636656,0.07868852459016389
72,Jordan Clarkson,UTA,0,PTS+AST,24.8,18.8,18.8,21.5,60.0,69.23076923076923,64.61538461538461,0.25900838013175986,-0.12558139534883717
73,Deandre Ayton,POR,1,PTS+TRB,27.5,25.5,25.5,22.5,70.0,72.97297297297297,71.48648648648648,0.7165023956734672,0.13333333333333333
74,Talen Horton-Tucker,UTA,0,TRB,3.1,3.0,3.0,3.5,50.0,36.231884057971016,43.11594202898551,0.35276811121776874,-0.14285714285714285
75,Jerami Grant,POR,1,TRB,4.5,5.0,5.0,4.0,70.0,49.25373134328358,59.626865671641795,0.5595067149347874,0.25
76,Talen Horton-Tucker,UTA,0,TRB+AST,7.0,8.9,8.9,9.5,60.0,30.434782608695656,45.21739130434783,0.3994186448208439,-0.06315789473684207
77,Jaylen Brown,BOS,0,TRB,6.1,5.8,5.8,6.0,30.0,41.25,35.625,0.36160885345037974,-0.03333333333333336
78,LaMelo Ball,CHA,1,PTS+AST,31.1,27.1,27.1,28.5,70.0,69.23076923076923,69.61538461538461,0.38264462019651946,-0.04912280701754381
79,Shaedon Sharpe,POR,1,PTS+TRB,13.3,24.6,24.6,25.0,60.0,10.714285714285714,35.357142857142854,0.41530357011836494,-0.015999999999999945
80,Jalen Williams,OKC,0,PTS,14.2,16.0,16.0,15.5,50.0,36.708860759493675,43.35443037974684,0.533255108612279,0.03225806451612903
81,Jalen Johnson,ATL,0,TRB,4.0,5.5,5.5,7.0,10.0,13.580246913580247,11.790123456790123,0.19051471748049198,-0.21428571428571427
82,Aaron Gordon,DEN,1,PTS+TRB,21.8,19.8,19.8,17.5,80.0,71.1340206185567,75.56701030927834,0.687555027517012,0.13142857142857148
83,Aaron Gordon,DEN,1,TRB+AST,9.3,8.1,8.1,7.5,50.0,68.04123711340206,59.02061855670103,0.5609084597247236,0.07999999999999995
84,Luka Doncic,DAL,0,FT,7.7,6.2,6.2,7.0,30.0,53.62318840579711,41.811594202898554,0.2839837422078053,-0.11428571428571425
85,Coby White,CHI,1,PTS+AST,12.5,14.2,14.2,14.5,60.0,33.33333333333333,46.666666666666664,0.45075109830032534,-0.02068965517241384
86,Killian Hayes,DET,0,PTS+AST,16.3,16.7,16.7,14.0,60.0,58.75,59.375,0.6945512637647133,0.1928571428571428
87,Gordon Hayward,CHA,1,PTS+AST,18.8,21.5,21.5,19.5,60.0,43.39622641509434,51.698113207547166,0.6559901809401372,0.10256410256410256
88,Deandre Ayton,POR,1,TRB+AST,12.0,15.2,15.2,11.5,60.0,47.74774774774775,53.873873873873876,0.8281542246832568,0.3217391304347825
89,Lauri Markkanen,UTA,0,PTS+TRB,34.3,35.9,35.9,34.5,50.0,47.14285714285714,48.57142857142857,0.582036255351363,0.04057971014492749
90,Walker Kessler,UTA,0,TRB+AST,9.2,9.3,9.3,9.5,50.0,44.871794871794876,47.43589743589744,0.45205374148787736,-0.021052631578947295
91,Terry Rozier,CHA,1,3P,2.6,1.7,1.7,2.5,10.0,45.45454545454545,27.727272727272727,0.24277679280141484,-0.32
92,OG Anunoby,TOR,0,FGA,13.1,12.0,12.0,11.5,80.0,64.28571428571429,72.14285714285714,0.538402666936382,0.043478260869565216
93,Mike Conley,MIN,0,PTS+TRB,17.1,14.4,14.4,13.5,70.0,67.56756756756756,68.78378378378378,0.577275914489508,0.0666666666666667
94,Jordan Clarkson,UTA,0,PTS+TRB+AST,28.7,22.4,22.4,25.5,60.0,61.53846153846154,60.769230769230774,0.24974195647872766,-0.12156862745098045
95,Chet Holmgren,OKC,0,PTS+AST,17.0,17.3,17.3,14.5,75.0,75.0,75.0,0.7425145251797061,0.19310344827586212
96,Keegan Murray,SAC,1,BLK,0.5,0.8,0.8,0.5,50.0,42.5287356321839,46.26436781609195,0.5506710358827783,0.6000000000000001
97,Alperen Sengun,HOU,0,TRB,9.0,10.5,10.5,10.0,60.0,30.76923076923077,45.38461538461539,0.4792618715863245,0.05
98,Scoot Henderson,POR,1,BLK+STL,1.0,1.2,1.2,1.5,25.0,25.0,25.0,0.33737273379315535,-0.20000000000000004
99,John Collins,UTA,0,BLK,0.9,0.4,0.4,0.5,50.0,54.36893203883495,52.18446601941747,0.32967995396436056,-0.19999999999999996
100,Derrick White,BOS,0,PTS+TRB,15.3,19.5,19.5,14.5,70.0,52.03252032520326,61.016260162601625,0.8742713192250562,0.3448275862068966
101,Kevon Looney,GSW,0,TRB,7.8,10.8,10.8,11.0,40.0,20.12987012987013,30.064935064935064,0.39687222004790956,-0.01818181818181812
102,DeMar DeRozan,CHI,1,PTS+AST,29.5,25.4,25.4,25.5,40.0,61.53846153846154,50.769230769230774,0.4788541316080931,-0.003921568627451036
103,Scottie Barnes,TOR,0,FT,2.5,2.0,2.0,2.5,40.0,39.50617283950617,39.75308641975309,0.3233235838169366,-0.2
104,Isaiah Stewart,DET,0,PTS+TRB+AST,21.0,22.1,22.1,23.5,20.0,35.18518518518518,27.59259259259259,0.3706983303156195,-0.05957446808510632
105,Mikal Bridges,BKN,1,TRB,4.5,5.3,5.3,5.0,30.0,31.2,30.6,0.4365266077119283,0.05999999999999996
106,Jordan Clarkson,UTA,0,TRB,4.0,3.5,3.5,3.5,60.0,60.0,60.0,0.463367332099215,0.0
107,Andrew Wiggins,GSW,0,PTS,16.6,13.5,13.5,14.5,50.0,62.5,56.25,0.37672887459126936,-0.06896551724137931
108,Klay Thompson,GSW,0,TOV,1.7,2.0,2.0,1.5,70.0,52.03619909502263,61.01809954751131,0.593994150290162,0.3333333333333333
109,Jamal Murray,DEN,1,AST,6.1,8.1,8.1,7.0,40.0,28.971962616822427,34.48598130841121,0.5609084597247236,0.15714285714285708
110,Herbert Jones,NOP,1,AST,2.4,2.3,2.3,2.5,60.0,40.57971014492754,50.289855072463766,0.40396117406793186,-0.08000000000000007
111,Dillon Brooks,HOU,0,PTS+AST,17.4,15.6,15.6,14.5,70.0,58.333333333333336,64.16666666666667,0.5943771790820989,0.07586206896551721
112,John Collins,UTA,0,TRB+AST,8.0,9.5,9.5,10.5,30.0,25.24271844660194,27.62135922330097,0.35467156505513786,-0.09523809523809523
113,Mike Conley,MIN,0,PTS+AST,20.5,16.5,16.5,16.5,60.0,70.27027027027027,65.13513513513513,0.4835194268540228,0.0
114,Giannis Antetokounmpo,MIL,1,FGA,19.5,17.9,17.9,18.5,50.0,56.94444444444444,53.47222222222222,0.4283961512916411,-0.03243243243243251
115,Nikola Jokic,DEN,1,TRB,11.7,12.2,12.2,11.5,50.0,50.0,50.0,0.5610752874741758,0.060869565217391244
116,Zach LaVine,CHI,1,TRB,4.5,4.1,4.1,4.0,30.0,46.913580246913575,38.456790123456784,0.39069170923859864,0.02499999999999991
117,Jaren Jackson Jr.,MEM,1,PTS+TRB,24.7,28.4,28.4,28.5,50.0,27.27272727272727,38.63636363636363,0.48000580118023095,-0.0035087719298246113
118,Scottie Barnes,TOR,0,TOV,2.1,3.1,3.1,2.5,50.0,35.80246913580247,42.901234567901234,0.5988368526853677,0.24000000000000005
119,Jordan Poole,WAS,1,PTS,19.5,17.7,17.7,23.5,20.0,33.33333333333333,26.666666666666664,0.08851598455882681,-0.2468085106382979
120,DeMar DeRozan,CHI,1,PTS+TRB,29.1,24.8,24.8,24.5,60.0,66.66666666666666,63.33333333333333,0.5106372644003231,0.012244897959183702
121,Talen Horton-Tucker,UTA,0,PTS+TRB,13.8,18.1,18.1,15.5,60.0,36.231884057971016,48.11594202898551,0.721138950595465,0.16774193548387106
122,Coby White,CHI,1,PTS+TRB+AST,15.4,17.8,17.8,17.5,60.0,33.33333333333333,46.666666666666664,0.5125351214951818,0.017142857142857182
123,LaMelo Ball,CHA,1,TRB,6.4,6.7,6.7,6.0,60.0,51.28205128205128,55.641025641025635,0.5047029134299077,0.1166666666666667
124,Dennis Schroder,TOR,0,FGA,10.4,10.2,10.2,11.5,30.0,42.857142857142854,36.42857142857143,0.3261833746790491,-0.11304347826086962
125,Domantas Sabonis,SAC,1,PTS+TRB,29.1,30.2,30.2,32.5,30.0,38.38383838383838,34.19191919191919,0.32872351410711353,-0.07076923076923079
126,Brook Lopez,MIL,1,PTS+AST,16.1,17.6,17.6,12.5,80.0,65.18987341772153,72.59493670886076,0.8926084206802488,0.40800000000000014
127,Bogdan Bogdanovic,ATL,0,FT,1.0,0.6,0.6,0.5,40.0,44.70588235294118,42.352941176470594,0.4511883639059735,0.19999999999999996
128,Coby White,CHI,1,3PA,4.7,4.3,4.3,4.5,50.0,52.56410256410257,51.282051282051285,0.42956189260589617,-0.04444444444444448
129,Terry Rozier,CHA,1,AST,5.1,5.7,5.7,4.5,70.0,60.60606060606061,65.30303030303031,0.6727851977714412,0.2666666666666667
130,Deandre Ayton,POR,1,PTS+AST,18.6,13.1,13.1,13.5,60.0,78.37837837837837,69.1891891891892,0.4379480161493917,-0.029629629629629655
131,Luguentz Dort,OKC,0,PTS+AST,15.7,12.9,12.9,11.5,60.0,74.35897435897436,67.17948717948718,0.6366094288351121,0.12173913043478264
132,Kentavious Caldwell-Pope,DEN,1,TRB,2.7,2.6,2.6,2.5,50.0,49.56521739130435,49.78260869565217,0.48157042406394956,0.040000000000000036
133,Terry Rozier,CHA,1,TRB+AST,9.2,9.1,9.1,8.0,70.0,56.060606060606055,63.03030303030303,0.5574478938055708,0.13749999999999996
134,Andrew Wiggins,GSW,0,STL,1.0,0.3,0.3,0.5,20.0,61.111111111111114,40.55555555555556,0.259181779318282,-0.4
135,Zach LaVine,CHI,1,FT,4.8,5.6,5.6,4.5,50.0,44.44444444444444,47.22222222222222,0.6578499826232136,0.24444444444444435
136,Chet Holmgren,OKC,0,BLK,2.8,2.9,2.9,1.5,50.0,50.0,50.0,0.7854094417800117,0.9333333333333332
137,Michael Porter Jr.,DEN,1,PTS+TRB,22.1,21.2,21.2,20.5,60.0,56.00000000000001,58.0,0.5462804535455129,0.0341463414634146
138,Clint Capela,ATL,0,PTS+AST,10.9,9.8,9.8,13.5,20.0,36.12903225806451,28.064516129032256,0.12139501099007877,-0.274074074074074
139,Dillon Brooks,HOU,0,PTS+TRB+AST,20.7,19.0,19.0,16.5,80.0,68.75,74.375,0.7079660536732857,0.15151515151515152
140,Kyle Kuzma,WAS,1,FT,2.7,2.5,2.5,2.5,50.0,47.76119402985074,48.88059701492537,0.4561868841166703,0.0
141,Tyler Herro,MIA,0,TRB,5.0,4.8,4.8,5.0,30.0,34.82142857142857,32.410714285714285,0.3489935627305083,-0.040000000000000036
142,Ben Simmons,BKN,1,TRB,6.5,7.4,7.4,9.0,30.0,17.77777777777778,23.88888888888889,0.2122650447363642,-0.17777777777777773
143,Trae Young,ATL,0,TRB+AST,12.9,13.0,13.0,13.0,60.0,42.71844660194174,51.35922330097087,0.4269554386519083,0.0
144,Domantas Sabonis,SAC,1,AST,6.4,5.8,5.8,7.5,30.0,34.34343434343434,32.17171717171717,0.2289740728117542,-0.22666666666666668
145,Pascal Siakam,TOR,0,PTS+TRB,31.6,26.3,26.3,28.5,40.0,62.66666666666667,51.333333333333336,0.3244108927958387,-0.07719298245614033
146,Fred VanVleet,HOU,0,STL,1.8,1.6,1.6,1.5,60.0,52.77777777777778,56.388888888888886,0.4750690532138959,0.06666666666666672
147,P.J. Washington,CHA,1,BLK+STL,1.9,1.2,1.2,1.5,50.0,56.57894736842105,53.28947368421052,0.33737273379315535,-0.20000000000000004
148,Kevin Huerter,SAC,1,TRB,3.5,4.4,4.4,3.5,60.0,43.80952380952381,51.904761904761905,0.640552227211231,0.25714285714285723
149,Giannis Antetokounmpo,MIL,1,TOV,3.5,3.8,3.8,3.5,60.0,44.44444444444444,52.22222222222222,0.5265151567403034,0.08571428571428566
150,Jrue Holiday,BOS,0,3P,2.1,1.7,1.7,1.5,70.0,61.15107913669065,65.57553956834532,0.5067544850576164,0.1333333333333333
151,Jaden McDaniels,MIN,0,BLK,1.0,0.8,0.8,0.5,50.0,61.25000000000001,55.625,0.5506710358827783,0.6000000000000001
152,Harrison Barnes,SAC,1,PTS,13.2,14.3,14.3,14.5,40.0,34.64052287581699,37.3202614379085,0.4613263560581451,-0.013793103448275813
153,Luguentz Dort,OKC,0,3P,1.8,1.4,1.4,1.5,40.0,46.15384615384615,43.07692307692308,0.40816728654014434,-0.06666666666666672
154,Nikola Vucevic,CHI,1,TRB,11.0,10.4,10.4,11.0,20.0,47.674418604651166,33.83720930232558,0.3495060777623067,-0.054545454545454515
155,Jalen Williams,OKC,0,TOV,1.7,1.9,1.9,1.5,70.0,50.63291139240506,60.31645569620253,0.5662510042543581,0.2666666666666666
156,Jabari Smith Jr.,HOU,0,3P,1.5,1.3,1.3,1.5,30.0,48.78048780487805,39.390243902439025,0.37317687602177096,-0.1333333333333333
157,Jaden McDaniels,MIN,0,PTS+AST,13.9,12.4,12.4,10.5,70.0,71.25,70.625,0.6932656517841747,0.18095238095238098
158,Tyus Jones,WAS,1,PTS+TRB,11.9,12.8,12.8,14.5,40.0,38.88888888888889,39.44444444444444,0.3046185561674686,-0.11724137931034478
159,Shai Gilgeous-Alexander,OKC,0,TRB+AST,10.5,12.3,12.3,10.5,80.0,51.388888888888886,65.69444444444444,0.6834172812724355,0.17142857142857149
160,Alperen Sengun,HOU,0,TRB+AST,13.0,16.3,16.3,15.5,60.0,25.64102564102564,42.82051282051282,0.5627175178430919,0.0516129032258065
161,Clint Capela,ATL,0,ORB,3.2,2.8,2.8,3.5,30.0,42.58064516129032,36.29032258064516,0.30806256740852,-0.20000000000000004
162,Nikola Vucevic,CHI,1,ORB,2.0,2.0,2.0,2.0,20.0,30.23255813953488,25.11627906976744,0.3233235838169366,0.0
163,Ausar Thompson,DET,0,PTS+AST,12.8,13.8,13.8,13.0,50.0,50.0,50.0,0.514212007517744,0.06153846153846159
164,Walker Kessler,UTA,0,PTS,9.2,11.8,11.8,9.5,40.0,43.58974358974359,41.794871794871796,0.7396983879660711,0.24210526315789482
165,Ben Simmons,BKN,1,BLK,0.6,1.0,1.0,0.5,70.0,46.666666666666664,58.33333333333333,0.6321205588285576,1.0
166,Zion Williamson,NOP,1,PTS+TRB,32.5,30.8,30.8,31.5,50.0,56.25,53.125,0.438139342148522,-0.0222222222222222
167,Marcus Smart,MEM,1,PTS+TRB,16.1,19.9,19.9,18.5,60.0,36.708860759493675,48.35443037974684,0.6100969968909613,0.0756756756756756
168,Chet Holmgren,OKC,0,PTS+TRB,21.2,21.2,21.2,18.5,50.0,50.0,50.0,0.7130477700430184,0.1459459459459459
169,Terry Rozier,CHA,1,BLK+STL,1.4,1.5,1.5,1.5,60.0,43.93939393939394,51.96969696969697,0.44217459962892525,0.0
170,Deandre Ayton,POR,1,TRB,10.4,13.8,13.8,10.5,70.0,48.64864864864865,59.32432432432432,0.8106810857134669,0.31428571428571433
171,P.J. Washington,CHA,1,TOV,1.5,1.5,1.5,1.5,50.0,46.05263157894737,48.026315789473685,0.44217459962892525,0.0
172,Damian Lillard,MIL,1,FGA,20.5,17.6,17.6,16.5,60.0,78.68852459016394,69.34426229508196,0.588841762173608,0.06666666666666675
173,DeMar DeRozan,CHI,1,ORB,0.5,0.8,0.8,0.5,60.0,41.02564102564102,50.51282051282051,0.5506710358827783,0.6000000000000001
174,Giannis Antetokounmpo,MIL,1,PTS+TRB,40.3,36.1,36.1,38.5,50.0,57.638888888888886,53.81944444444444,0.3362709149130121,-0.0623376623376623
175,Jalen Williams,OKC,0,PTS+TRB+AST,22.0,25.0,25.0,23.5,60.0,36.708860759493675,48.35443037974684,0.6061244829117161,0.06382978723404255
176,Mark Williams,CHA,1,PTS+TRB,16.3,21.5,21.5,20.5,70.0,32.608695652173914,51.30434782608695,0.571789962049094,0.04878048780487805
177,Clint Capela,ATL,0,PTS+TRB,19.6,18.3,18.3,22.5,30.0,38.70967741935484,34.35483870967742,0.16225436684909245,-0.18666666666666665
178,Zion Williamson,NOP,1,TRB,6.8,6.0,6.0,6.5,40.0,50.0,45.0,0.3936972175874086,-0.07692307692307693
179,Keegan Murray,SAC,1,TRB+AST,6.0,8.4,8.4,8.5,30.0,16.091954022988507,23.04597701149425,0.4631062012453644,-0.0117647058823529
180,Cam Thomas,BKN,1,STL,0.3,0.4,0.4,0.5,30.0,30.158730158730158,30.07936507936508,0.32967995396436056,-0.19999999999999996
181,Jaylen Brown,BOS,0,PTS+TRB+AST,30.3,35.4,35.4,31.5,60.0,52.5,56.25,0.7387344544362644,0.12380952380952376
182,Isaiah Stewart,DET,0,BLK,0.6,0.4,0.4,0.5,60.0,51.85185185185185,55.925925925925924,0.32967995396436056,-0.19999999999999996
183,Jordan Clarkson,UTA,0,TRB+AST,8.4,9.1,9.1,8.5,80.0,52.307692307692314,66.15384615384616,0.5574478938055708,0.0705882352941176
184,De'Andre Hunter,ATL,0,PTS+TRB+AST,21.1,22.2,22.2,21.5,40.0,44.18604651162791,42.093023255813954,0.5452230257056073,0.032558139534883686
185,Scottie Barnes,TOR,0,AST,4.9,4.9,4.9,5.0,20.0,27.160493827160494,23.580246913580247,0.36649851450899296,-0.019999999999999928
186,Jaden McDaniels,MIN,0,PTS+TRB,15.9,14.6,14.6,12.5,70.0,66.25,68.125,0.6979341264654602,0.16799999999999998
187,Xavier Tillman Sr.,MEM,1,PTS+TRB,11.9,18.1,18.1,18.5,40.0,22.22222222222222,31.11111111111111,0.44711388143412867,-0.021621621621621546
188,Domantas Sabonis,SAC,1,TRB+AST,17.8,19.1,19.1,20.5,30.0,32.323232323232325,31.161616161616163,0.3615043528344781,-0.0682926829268292
189,LaMelo Ball,CHA,1,BLK+STL,1.6,1.5,1.5,1.5,40.0,51.28205128205128,45.641025641025635,0.44217459962892525,0.0
190,Zach LaVine,CHI,1,3PA,7.1,7.6,7.6,6.5,50.0,55.55555555555556,52.77777777777778,0.6353789405029321,0.16923076923076918
191,Tyus Jones,WAS,1,AST,4.8,6.0,6.0,7.0,30.0,18.51851851851852,24.25925925925926,0.25602023954628295,-0.14285714285714285
192,Jaylen Brown,BOS,0,PTS,21.5,26.6,26.6,22.0,60.0,51.24999999999999,55.625,0.7833126733157065,0.20909090909090916
193,Shai Gilgeous-Alexander,OKC,0,PTS+AST,36.6,33.3,33.3,35.5,60.0,59.72222222222222,59.861111111111114,0.34243642929079987,-0.06197183098591557
194,Desmond Bane,MEM,1,TRB+AST,8.5,8.4,8.4,9.5,40.0,34.93975903614458,37.46987951807229,0.3340803022593467,-0.11578947368421048
195,Jrue Holiday,BOS,0,TRB,5.2,6.2,6.2,4.5,80.0,58.27338129496403,69.13669064748201,0.7408226310970535,0.3777777777777778
196,Nikola Jokic,DEN,1,TOV,3.4,3.5,3.5,3.5,50.0,42.857142857142854,46.42857142857143,0.463367332099215,0.0
197,Jakob Poeltl,TOR,0,TRB+AST,11.7,9.6,9.6,10.0,50.0,61.8421052631579,55.921052631578945,0.3670520866415925,-0.040000000000000036
198,Brandon Ingram,NOP,1,TRB,5.5,7.5,7.5,5.0,90.0,46.808510638297875,68.40425531914894,0.7585635490297246,0.5
199,Dennis Schroder,TOR,0,PTS+AST,17.1,18.2,18.2,20.5,30.0,29.365079365079367,29.682539682539684,0.2854126737496192,-0.11219512195121954
200,Jayson Tatum,BOS,0,TRB+AST,12.4,12.6,12.6,14.5,40.0,31.41025641025641,35.705128205128204,0.28474486317510084,-0.1310344827586207
201,Trae Young,ATL,0,PTS+AST,35.9,34.8,34.8,35.5,40.0,57.28155339805825,48.640776699029125,0.44175592924404006,-0.01971830985915501
202,Derrick White,BOS,0,TRB,3.4,3.9,3.9,3.5,60.0,44.71544715447154,52.357723577235774,0.546753239861271,0.11428571428571425
203,Malik Beasley,MIL,1,PTS+AST,12.7,8.9,8.9,10.5,30.0,58.333333333333336,44.16666666666667,0.2822217393118369,-0.15238095238095234
204,Chet Holmgren,OKC,0,BLK+STL,3.8,4.0,4.0,2.5,50.0,50.0,50.0,0.7618966944464556,0.6
205,Nikola Vucevic,CHI,1,AST,3.2,2.3,2.3,2.5,50.0,59.30232558139535,54.651162790697676,0.40396117406793186,-0.08000000000000007
206,CJ McCollum,NOP,1,3P,2.8,2.8,2.8,2.5,50.0,55.12820512820513,52.56410256410257,0.5305463165333175,0.11999999999999993
207,Marcus Smart,MEM,1,PTS,12.2,16.6,16.6,15.5,60.0,27.21518987341772,43.607594936708864,0.5914841040645391,0.07096774193548397
208,P.J. Washington,CHA,1,TRB,5.0,6.4,6.4,4.5,60.0,57.89473684210527,58.94736842105263,0.7649299663023837,0.4222222222222223
209,Marcus Smart,MEM,1,PTS+TRB+AST,21.5,25.7,25.7,25.5,40.0,27.848101265822784,33.92405063291139,0.5025658245491316,0.007843137254901933
210,Isaiah Stewart,DET,0,PTS,11.5,12.4,12.4,12.5,60.0,38.88888888888889,49.44444444444444,0.4696821141620562,-0.007999999999999972
211,Desmond Bane,MEM,1,PTS+TRB+AST,29.0,33.6,33.6,37.5,30.0,20.481927710843372,25.240963855421686,0.2455057293048959,-0.10399999999999997
212,Davion Mitchell,SAC,1,PTS+TRB,6.9,6.2,6.2,11.5,20.0,14.942528735632186,17.471264367816094,0.024984781434653214,-0.4608695652173913
213,John Collins,UTA,0,PTS+AST,14.1,14.5,14.5,14.5,40.0,44.66019417475729,42.33009708737865,0.48240330210410165,0.0
214,DeMar DeRozan,CHI,1,3P,0.6,0.5,0.5,0.5,50.0,35.8974358974359,42.94871794871795,0.3934693402873666,0.0
215,Cade Cunningham,DET,0,TRB,5.3,4.0,4.0,4.0,50.0,50.0,50.0,0.3711630648201266,0.0
216,John Collins,UTA,0,STL,0.5,0.4,0.4,0.5,30.0,41.74757281553398,35.873786407766985,0.32967995396436056,-0.19999999999999996
217,Brandon Ingram,NOP,1,PTS+TRB,30.1,34.1,34.1,30.5,60.0,48.93617021276596,54.46808510638298,0.7253007483319799,0.11803278688524595
218,Karl-Anthony Towns,MIN,0,PTS+TRB,29.1,27.7,27.7,28.5,50.0,54.166666666666664,52.08333333333333,0.42742807552923945,-0.028070175438596516
219,Isaiah Stewart,DET,0,TRB+AST,9.5,9.6,9.6,10.5,30.0,42.592592592592595,36.2962962962963,0.3670520866415925,-0.08571428571428574
220,Marcus Smart,MEM,1,PTS+AST,17.6,22.3,22.3,22.5,40.0,21.518987341772153,30.759493670886076,0.4690275534300089,-0.008888888888888858
221,Gordon Hayward,CHA,1,TOV,2.0,2.2,2.2,1.5,50.0,60.37735849056604,55.18867924528302,0.6454298932405317,0.4666666666666668
222,Herbert Jones,NOP,1,PTS+AST,12.2,12.6,12.6,12.5,60.0,42.028985507246375,51.01449275362319,0.4923221824919568,0.007999999999999972
223,Brook Lopez,MIL,1,FGA,11.1,11.6,11.6,8.5,80.0,69.62025316455697,74.81012658227849,0.8169789016604658,0.36470588235294116
224,Scoot Henderson,POR,1,AST,4.0,4.4,4.4,5.5,25.0,25.0,25.0,0.2800884799908032,-0.19999999999999993
225,Shaedon Sharpe,POR,1,3P,1.3,2.4,2.4,2.5,40.0,16.666666666666664,28.333333333333332,0.4302912533424894,-0.040000000000000036
226,Bam Adebayo,MIA,0,TRB,8.9,6.6,6.6,9.0,10.0,40.625,25.3125,0.13136109880339597,-0.2666666666666667
227,Nikola Jokic,DEN,1,AST,8.4,8.8,8.8,8.5,60.0,50.79365079365079,55.39682539682539,0.5177191269114436,0.035294117647058906
228,Luka Doncic,DAL,0,DRB,7.9,9.4,9.4,9.0,40.0,30.434782608695656,35.21739130434783,0.46514163291868926,0.04444444444444448
229,Derrick White,BOS,0,BLK+STL,1.6,2.5,2.5,1.5,60.0,49.59349593495935,54.796747967479675,0.7127025048163542,0.6666666666666666
230,Jrue Holiday,BOS,0,TRB+AST,12.2,12.0,12.0,11.0,50.0,56.83453237410072,53.41726618705036,0.538402666936382,0.09090909090909091
231,P.J. Washington,CHA,1,PTS+TRB,20.7,24.9,24.9,19.5,60.0,50.0,55.0,0.8622217412093126,0.2769230769230768
232,Kyle Kuzma,WAS,1,PTS+AST,24.9,23.7,23.7,24.5,50.0,50.74626865671642,50.373134328358205,0.42166862921689996,-0.03265306122448983
233,Alperen Sengun,HOU,0,AST,4.0,5.8,5.8,5.5,60.0,32.05128205128205,46.02564102564102,0.5216853128418241,0.054545454545454515
234,Giannis Antetokounmpo,MIL,1,AST,5.4,4.8,4.8,5.0,40.0,40.97222222222222,40.486111111111114,0.3489935627305083,-0.040000000000000036
235,Coby White,CHI,1,STL,0.7,0.5,0.5,0.5,50.0,50.0,50.0,0.3934693402873666,0.0
236,Kevon Looney,GSW,0,PTS+AST,8.5,9.6,9.6,10.5,40.0,29.22077922077922,34.61038961038961,0.3670520866415925,-0.08571428571428574
237,Rudy Gobert,MIN,0,PTS+AST,14.7,15.5,15.5,14.5,80.0,54.330708661417326,67.16535433070867,0.5845928898522081,0.06896551724137931
